Date,Open
2015-01-22,13.133333
2012-03-23,2.284
2019-04-11,17.886667
2011-05-06,1.793333
2014-12-29,15.126667
2018-06-12,22.98
2015-11-10,14.898667
2012-09-24,1.967333
2017-10-20,23.512667
2015-06-11,16.884001
2011-05-11,1.88
2021-01-06,252.830002
2018-10-02,20.93
2022-05-04,301.313324
2013-10-16,12.326667
2012-10-26,1.835333
2013-02-12,2.563333
2022-07-06,230.779999
2022-08-31,280.619995
2016-07-21,15.066667
2016-06-02,14.639333
2019-04-29,15.724
2021-06-09,200.723328
2021-08-26,236.103333
2022-03-30,363.723328
2012-06-14,2.012
2019-01-30,20.030001
2020-09-01,167.380005
2010-09-15,1.398667
2019-05-15,15.288
2022-08-16,311.666656
2012-08-15,1.959333
2012-04-18,2.139333
2019-10-29,21.332666
2020-08-20,124.045334
2017-12-13,22.728666
2016-01-08,14.524
2020-01-08,31.58
2016-12-02,12.192
2019-10-02,16.219334
2014-10-27,15.616667
2019-06-25,14.959333
2016-03-14,14.176667
2014-10-03,16.870667
2016-06-07,14.816
2015-05-27,16.567333
2014-05-27,13.901333
2013-12-23,9.656667
2010-07-20,1.456667
2012-02-28,2.242667
2019-06-10,14.016667
2016-11-18,12.71
2020-10-19,148.746674
2015-05-04,15.212
2017-02-21,18.363333
2017-07-05,23.146667
2013-06-04,6.183333
2014-03-27,14.158
2015-04-21,13.72
2016-12-14,13.249333
2019-07-22,17.25
2016-03-11,13.862
2012-10-12,1.888
2018-03-22,20.926001
2011-10-21,1.826667
2019-12-24,27.890667
2015-03-23,13.233333
2017-09-01,23.741333
2018-05-07,19.833332
2020-06-30,67.099998
2018-07-23,20.122667
2022-06-14,218.286667
2011-11-07,2.109333
2011-03-04,1.632
2019-08-26,14.24
2017-06-16,25.198668
2021-04-16,242.883331
2013-10-07,12.164
2019-03-13,18.926666
2012-08-30,1.906667
2015-03-27,12.604667
2021-05-28,209.5
2010-06-30,1.719333
2015-11-16,13.739333
2013-04-10,2.713333
2012-12-04,2.272
2013-06-24,6.433333
2013-04-11,2.804
2017-10-13,23.798668
2018-02-21,22.402
2010-10-13,1.376
2022-03-23,326.646667
